POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
12376,901.6,2094.99,2544.05,262.3,135.78,-54.25,-1915.47,-14422.63,860.81,9392.74,-3223.48,61.81,0.0,-200.08,-3161.68,-3361.75
12377,824.8,2062.47,2551.6,267.89,110.76,-52.01,-1913.23,-14527.75,862.74,9481.96,-3171.82,62.55,0.0,-330.75,-3109.27,-3440.02
12378,890.53,2066.71,2549.3,253.07,139.3,-55.98,-1929.66,-14412.56,846.9,9401.51,-3241.7,62.55,0.0,-250.87,-3179.15,-3430.03
12379,863.08,2129.65,2557.39,255.61,136.01,-64.17,-1896.27,-14361.28,854.07,9351.72,-3248.14,61.92,0.0,-174.2,-3186.22,-3360.42
12380,892.87,2124.13,2542.38,270.38,134.96,-51.16,-1935.04,-14351.73,853.1,9356.1,-3234.87,62.0,0.0,-164.01,-3172.87,-3336.89
12381,887.99,2125.94,2516.56,257.37,133.56,-68.07,-1922.35,-14416.09,856.02,9322.63,-3199.24,62.92,0.0,-306.43,-3136.32,-3442.75
12382,904.29,2006.79,2543.07,258.08,123.36,-55.28,-1928.66,-14557.59,865.67,9433.08,-3124.57,61.72,0.0,-407.18,-3062.85,-3470.04
12383,883.04,2140.62,2542.01,259.94,136.9,-73.87,-1949.58,-14372.76,874.29,9383.21,-3229.85,62.17,0.0,-176.19,-3167.68,-3343.87
12384,902.93,2059.81,2511.92,265.27,133.2,-50.73,-1924.97,-14455.21,863.04,9378.59,-3194.51,62.12,0.0,-316.16,-3132.39,-3448.55
12385,884.3,2067.95,2558.24,255.33,123.28,-58.66,-1925.35,-14441.36,852.72,9326.05,-3160.97,62.46,0.0,-357.51,-3098.51,-3456.02
12386,874.73,2043.0,2520.97,261.36,138.05,-55.2,-1937.71,-14412.92,865.74,9404.25,-3213.52,62.54,0.0,-297.73,-3150.98,-3448.71
12387,890.06,2115.63,2538.92,273.63,126.64,-61.01,-1956.45,-14606.47,851.84,9444.09,-3051.84,62.32,0.0,-383.12,-2989.52,-3372.64
12388,903.26,2032.18,2522.85,268.56,142.75,-48.52,-1899.93,-14525.85,880.32,9414.41,-3201.74,64.89,0.0,-309.97,-3136.85,-3446.83
12389,902.21,2074.02,2558.88,266.0,147.27,-47.1,-1924.58,-14574.7,873.7,9390.34,-3098.77,63.45,0.0,-333.96,-3035.32,-3369.28
12390,882.19,2091.74,2548.21,263.32,125.25,-48.09,-1933.89,-14378.86,824.03,9415.33,-3296.64,63.52,0.0,-210.78,-3233.12,-3443.89
12391,850.4,2071.59,2552.95,269.14,134.07,-57.84,-1923.76,-14509.1,854.43,9393.16,-3136.66,62.34,0.0,-364.98,-3074.32,-3439.29
12392,857.74,2099.34,2547.38,279.62,155.3,-54.27,-1924.43,-14476.81,834.61,9376.97,-3166.27,62.73,0.0,-304.57,-3103.54,-3408.11
12393,908.49,2023.69,2573.02,262.44,140.0,-54.57,-1957.82,-14463.19,866.22,9364.08,-3170.33,63.06,0.0,-337.64,-3107.28,-3444.92
12394,882.97,2013.32,2562.88,255.1,123.56,-47.24,-1917.36,-14517.7,839.95,9394.91,-3156.54,63.3,0.0,-409.6,-3093.25,-3502.85
12395,894.15,2049.79,2544.54,256.33,141.63,-58.37,-1950.95,-14392.72,854.85,9381.71,-3272.54,64.04,0.0,-279.05,-3208.51,-3487.55
12396,877.33,2075.64,2527.22,265.73,135.49,-31.43,-1899.67,-14456.64,882.57,9388.89,-3251.06,64.86,0.0,-234.87,-3186.19,-3421.07
12397,847.83,1995.49,2574.48,257.41,140.76,-37.42,-1929.89,-14536.2,873.06,9482.67,-3186.27,63.18,0.0,-331.81,-3123.09,-3454.89
12398,908.51,2064.71,2548.46,268.56,126.0,-43.22,-1914.54,-14451.1,839.38,9357.6,-3171.52,64.65,0.0,-295.64,-3106.87,-3402.51
12399,905.98,2097.99,2552.79,259.9,122.63,-58.42,-1906.68,-14386.12,847.37,9307.8,-3228.38,63.65,0.0,-256.76,-3164.73,-3421.48
12400,873.26,2150.43,2559.64,267.22,130.5,-41.57,-1912.81,-14396.96,868.38,9331.84,-3240.11,63.56,0.0,-170.07,-3176.55,-3346.62
12401,855.7,2086.28,2570.22,260.73,128.62,-53.22,-1930.26,-14440.43,838.41,9461.47,-3241.59,64.39,0.0,-222.48,-3177.19,-3399.67
12402,866.6,2062.98,2551.79,257.41,130.42,-53.23,-1908.08,-14440.48,866.29,9401.2,-3273.03,64.54,0.0,-265.12,-3208.49,-3473.6
12403,856.13,2040.86,2563.31,258.88,131.88,-53.56,-1939.96,-14430.18,856.12,9405.53,-3244.37,63.87,0.0,-310.98,-3180.5,-3491.48
12404,901.56,2070.91,2566.89,249.0,134.86,-41.07,-1950.59,-14438.14,854.67,9380.37,-3203.54,64.11,0.0,-271.56,-3139.44,-3410.99
12405,890.81,2090.5,2555.61,262.44,133.72,-57.37,-1906.2,-14525.01,872.52,9380.87,-3127.05,63.52,0.0,-302.11,-3063.53,-3365.63
12406,846.38,2103.17,2566.78,255.6,133.33,-60.35,-1921.07,-14384.23,845.48,9339.28,-3230.94,64.54,0.0,-275.65,-3166.4,-3442.05
12407,852.45,2027.25,2579.63,265.89,138.53,-43.09,-1912.43,-14429.44,866.31,9361.35,-3215.64,63.64,0.0,-293.54,-3152.0,-3445.55
12408,860.87,2044.65,2591.23,257.51,124.19,-52.75,-1951.66,-14314.83,850.32,9402.6,-3300.28,63.36,0.0,-187.86,-3236.92,-3424.78
12409,866.72,2072.32,2522.61,263.51,134.4,-37.19,-1923.25,-14407.27,873.46,9429.99,-3269.14,63.43,0.0,-204.71,-3205.7,-3410.41
12410,871.4,2105.41,2560.36,267.19,136.36,-52.94,-1904.01,-14381.24,874.64,9371.64,-3242.76,64.11,0.0,-151.19,-3178.65,-3329.84
12411,868.16,2102.19,2543.67,268.39,139.28,-47.09,-1904.6,-14364.54,845.49,9314.42,-3234.69,63.83,0.0,-234.63,-3170.86,-3405.5
12412,909.32,2034.93,2521.97,250.28,132.2,-34.31,-1902.26,-14427.12,849.13,9399.81,-3239.61,63.37,0.0,-266.06,-3176.25,-3442.31
12413,919.9,2084.93,2546.5,265.59,123.92,-49.44,-1885.54,-14354.21,847.23,9381.63,-3322.75,64.28,0.0,-119.49,-3258.47,-3377.96
12414,877.68,1983.71,2526.3,251.59,127.07,-47.11,-1891.19,-14411.32,877.27,9428.91,-3263.53,63.61,0.0,-277.09,-3199.92,-3477.01
12415,878.87,2090.94,2576.27,260.83,133.64,-50.9,-1921.5,-14364.99,864.24,9387.17,-3316.22,64.38,0.0,-145.43,-3251.84,-3397.27
12416,899.56,2072.62,2544.99,261.75,136.24,-44.38,-1885.68,-14312.59,857.22,9350.78,-3299.0,64.6,0.0,-119.48,-3234.41,-3353.89
12417,836.11,2052.11,2561.26,258.03,145.32,-43.42,-1887.51,-14414.46,883.49,9406.74,-3228.54,64.95,0.0,-202.34,-3163.6,-3365.93
12418,880.9,2084.55,2514.99,258.89,133.87,-57.24,-1896.41,-14347.36,845.48,9394.95,-3298.26,64.62,0.0,-187.37,-3233.64,-3421.01
12419,841.04,2083.36,2507.55,254.97,136.14,-65.22,-1940.77,-14333.71,833.99,9426.81,-3318.9,64.6,0.0,-255.86,-3254.29,-3510.15
12420,900.38,2082.13,2566.75,258.13,139.48,-60.78,-1949.7,-14350.24,837.33,9388.23,-3260.83,63.17,0.0,-188.29,-3197.65,-3385.94
12421,919.52,2101.59,2582.24,264.71,128.39,-68.56,-1903.87,-14350.02,839.91,9357.16,-3269.58,63.71,0.0,-128.94,-3205.87,-3334.81
12422,899.7,2088.93,2534.95,265.39,131.89,-59.3,-1915.2,-14362.13,870.42,9322.89,-3255.7,64.5,0.0,-222.46,-3191.21,-3413.67
12423,871.14,2094.3,2548.21,260.45,137.58,-66.44,-1920.16,-14506.14,883.6,9395.89,-3203.73,64.36,0.0,-301.57,-3139.37,-3440.94
12424,896.8,2050.82,2522.69,264.61,131.64,-50.03,-1909.94,-14541.39,863.6,9445.85,-3181.78,63.89,0.0,-325.35,-3117.88,-3443.23
12425,899.34,2058.46,2542.13,260.04,130.91,-65.56,-1927.07,-14367.59,851.83,9346.21,-3217.19,63.1,0.0,-271.31,-3154.1,-3425.4
12426,921.51,2112.18,2543.89,264.03,129.28,-50.21,-1887.57,-14564.29,856.34,9403.2,-3128.25,62.74,0.0,-271.64,-3065.5,-3337.15
12427,891.93,2035.47,2556.58,243.61,146.54,-70.5,-1883.21,-14471.74,869.38,9390.21,-3181.16,63.91,0.0,-291.74,-3117.24,-3408.98
12428,878.92,2015.48,2514.92,265.71,136.39,-61.88,-1907.82,-14453.3,892.14,9451.71,-3234.42,64.18,0.0,-267.73,-3170.25,-3437.98
12429,874.51,2055.36,2532.81,260.45,140.94,-49.92,-1928.27,-14385.75,847.92,9330.23,-3203.79,63.5,0.0,-321.71,-3140.29,-3462.0
12430,880.84,2055.36,2543.26,258.47,125.81,-47.89,-1939.96,-14506.92,878.45,9410.1,-3162.01,63.19,0.0,-342.49,-3098.82,-3441.31
12431,873.28,2131.08,2563.82,271.66,124.44,-49.35,-1907.33,-14357.67,864.04,9322.37,-3283.69,63.99,0.0,-163.66,-3219.7,-3383.36
12432,897.91,2087.77,2523.8,277.82,133.92,-49.29,-1930.19,-14284.15,856.12,9364.25,-3311.66,63.65,0.0,-122.04,-3248.01,-3370.05
12433,883.36,2014.57,2522.8,262.81,119.79,-68.69,-1944.47,-14276.14,851.0,9368.75,-3311.15,63.32,0.0,-266.2,-3247.83,-3514.03
12434,930.55,2037.4,2539.11,248.55,130.21,-57.37,-1900.86,-14354.24,856.87,9389.72,-3294.64,63.72,0.0,-180.06,-3230.92,-3410.99
12435,904.32,2105.25,2528.95,257.36,133.6,-49.83,-1882.73,-14475.19,860.8,9354.64,-3198.28,64.82,0.0,-262.84,-3133.46,-3396.29
12436,900.64,2050.45,2563.11,265.35,134.41,-46.85,-1902.93,-14448.23,863.49,9408.31,-3229.14,64.08,0.0,-212.25,-3165.06,-3377.31
12437,890.57,2079.88,2541.27,259.0,124.17,-36.95,-1929.1,-14430.75,846.13,9374.81,-3203.35,62.78,0.0,-280.96,-3140.57,-3421.53
12438,928.29,2105.18,2540.17,263.76,138.57,-56.87,-1907.58,-14515.52,855.33,9349.57,-3146.0,63.88,0.0,-299.1,-3082.12,-3381.22
12439,875.55,2069.61,2547.08,264.94,131.58,-60.31,-1949.48,-14499.32,854.36,9384.71,-3141.53,63.66,0.0,-381.27,-3077.87,-3459.13
12440,913.29,2077.84,2554.72,251.46,115.69,-57.65,-1899.87,-14491.82,855.99,9407.61,-3182.77,63.96,0.0,-272.75,-3118.8,-3391.55
12441,926.53,2096.52,2571.67,263.57,148.07,-48.26,-1871.14,-14426.45,864.72,9374.16,-3268.57,65.16,0.0,-100.6,-3203.42,-3304.02
12442,887.64,2082.49,2526.72,257.37,142.68,-52.45,-1872.85,-14435.23,866.94,9399.23,-3254.81,65.55,0.0,-197.46,-3189.25,-3386.72
12443,874.8,2060.42,2553.95,256.36,139.36,-44.71,-1902.87,-14512.47,847.59,9418.6,-3167.7,63.2,0.0,-308.98,-3104.5,-3413.48
12444,887.02,2042.78,2552.62,259.43,129.99,-37.66,-1913.91,-14520.01,862.47,9406.36,-3151.14,63.62,0.0,-330.9,-3087.53,-3418.43
12445,906.59,2135.92,2546.51,266.75,127.0,-53.07,-1927.98,-14421.51,837.19,9342.61,-3204.63,64.3,0.0,-239.99,-3140.33,-3380.32
12446,865.14,2079.97,2542.86,265.81,119.48,-57.33,-1901.58,-14570.37,858.22,9410.35,-3103.47,62.84,0.0,-387.46,-3040.64,-3428.09
12447,929.79,2002.65,2536.24,263.89,137.9,-48.88,-1934.16,-14484.67,850.51,9393.73,-3163.69,63.6,0.0,-353.02,-3100.1,-3453.11
12448,879.22,2077.94,2567.22,273.04,153.33,-48.55,-1929.89,-14533.31,867.41,9434.08,-3152.73,63.52,0.0,-259.51,-3089.22,-3348.72
12449,886.89,2068.92,2576.64,265.71,142.59,-63.64,-1950.04,-14435.96,878.94,9401.3,-3173.1,62.6,0.0,-228.65,-3110.5,-3339.15
12450,889.67,2102.35,2557.65,275.7,129.26,-60.99,-1930.63,-14565.31,860.57,9423.83,-3132.37,63.98,0.0,-317.91,-3068.39,-3386.29
12451,912.45,2079.5,2550.8,258.65,139.76,-73.95,-1890.7,-14347.01,877.61,9324.88,-3252.21,64.4,0.0,-168.01,-3187.81,-3355.83
12452,888.12,2049.28,2598.31,265.97,128.52,-60.29,-1921.89,-14436.18,852.61,9407.86,-3211.17,63.39,0.0,-227.7,-3147.78,-3375.48
12453,895.08,2063.22,2535.13,258.85,132.24,-70.47,-1934.94,-14572.42,863.83,9420.56,-3142.63,63.09,0.0,-408.93,-3079.54,-3488.47
12454,880.08,2114.08,2531.07,272.36,133.99,-50.31,-1937.88,-14428.92,846.89,9374.51,-3202.24,64.33,0.0,-264.12,-3137.91,-3402.03
12455,881.95,2125.28,2558.65,261.26,133.98,-56.75,-1939.23,-14572.9,847.14,9388.87,-3104.72,62.28,0.0,-371.75,-3042.44,-3414.19
12456,879.03,2120.82,2564.21,261.09,143.4,-63.86,-1952.48,-14507.75,867.38,9375.17,-3131.89,63.55,0.0,-312.99,-3068.33,-3381.32
12457,895.79,2102.36,2543.35,256.0,129.78,-56.09,-1891.85,-14574.92,858.44,9363.87,-3109.23,63.92,0.0,-373.29,-3045.31,-3418.6
12458,881.6,2057.4,2551.27,254.02,127.98,-76.9,-1905.64,-14616.39,881.58,9394.05,-3099.58,64.08,0.0,-451.03,-3035.51,-3486.53
12459,907.34,2039.26,2555.53,262.71,135.26,-43.71,-1913.39,-14539.27,881.36,9468.43,-3209.51,64.72,0.0,-246.47,-3144.79,-3391.26
12460,888.47,2073.66,2529.04,261.61,135.43,-44.86,-1895.25,-14539.34,865.84,9372.76,-3157.6,64.04,0.0,-352.64,-3093.56,-3446.2
12461,849.67,2092.48,2550.9,261.86,131.4,-57.7,-1894.31,-14629.61,886.14,9406.19,-3091.7,63.8,0.0,-402.98,-3027.91,-3430.89
12462,871.66,2055.58,2597.05,266.98,122.26,-60.1,-1909.53,-14522.8,872.65,9415.76,-3191.92,63.28,0.0,-290.48,-3128.63,-3419.12
12463,891.22,2120.24,2608.37,250.81,131.16,-65.93,-1908.52,-14548.28,856.72,9377.07,-3190.63,62.8,0.0,-287.14,-3127.84,-3414.97
12464,884.65,2009.75,2519.65,255.83,125.54,-60.04,-1913.64,-14523.74,875.96,9487.59,-3185.69,63.93,0.0,-338.45,-3121.76,-3460.22
12465,887.44,2097.52,2601.38,263.44,131.78,-53.65,-1926.81,-14548.08,855.94,9454.87,-3164.43,62.65,0.0,-236.16,-3101.78,-3337.95
12466,913.69,2084.82,2562.71,261.63,138.14,-68.94,-1937.24,-14546.93,868.69,9429.88,-3134.04,63.73,0.0,-293.54,-3070.31,-3363.85
12467,931.63,2042.21,2536.99,253.87,123.32,-42.49,-1910.31,-14460.62,872.27,9460.6,-3226.63,63.8,0.0,-192.51,-3162.83,-3355.34
12468,843.61,2068.51,2547.54,260.85,123.93,-45.76,-1925.43,-14405.57,884.62,9394.14,-3247.36,64.14,0.0,-253.55,-3183.22,-3436.77
12469,931.85,2061.02,2554.27,265.91,130.87,-47.36,-1913.11,-14446.73,830.4,9343.92,-3206.93,64.0,0.0,-288.94,-3142.92,-3431.87
12470,888.64,2061.28,2526.07,271.75,133.53,-34.13,-1903.83,-14428.49,871.29,9434.92,-3257.97,64.58,0.0,-178.97,-3193.39,-3372.36
12471,830.5,2147.48,2539.98,258.46,155.6,-45.28,-1901.95,-14412.69,860.81,9347.19,-3234.17,63.39,0.0,-219.89,-3170.77,-3390.66
12472,895.8,2039.24,2506.22,262.77,129.74,-56.31,-1886.44,-14472.66,829.34,9403.87,-3226.95,65.34,0.0,-348.43,-3161.61,-3510.04
12473,918.93,2067.7,2547.19,272.44,132.01,-45.14,-1902.87,-14435.81,830.29,9414.94,-3226.25,64.48,0.0,-200.32,-3161.77,-3362.09
12474,866.48,2092.13,2524.44,266.06,137.76,-55.29,-1907.91,-14451.71,885.92,9450.38,-3276.91,65.43,0.0,-191.73,-3211.48,-3403.21
12475,865.63,2115.31,2546.64,255.7,148.43,-56.74,-1929.37,-14440.61,842.65,9413.9,-3221.63,64.68,0.0,-238.45,-3156.94,-3395.39
12476,890.59,2077.56,2540.62,246.78,130.05,-65.41,-1893.19,-14494.0,864.85,9414.69,-3236.81,64.74,0.0,-287.46,-3172.07,-3459.53
12477,869.31,2124.12,2538.05,261.6,122.51,-58.8,-1935.8,-14442.13,860.0,9462.24,-3236.39,64.17,0.0,-198.9,-3172.22,-3371.12
12478,905.2,2081.63,2542.91,260.9,128.88,-55.19,-1916.44,-14330.14,855.93,9442.08,-3332.38,64.35,0.0,-84.25,-3268.03,-3352.27
12479,941.17,2071.2,2577.35,260.13,126.3,-64.38,-1909.86,-14403.24,868.28,9460.52,-3313.59,65.31,0.0,-72.54,-3248.28,-3320.82
12480,911.44,2116.23,2543.95,273.32,127.41,-49.13,-1883.45,-14390.32,828.98,9347.68,-3271.84,65.15,0.0,-173.89,-3206.7,-3380.59
12481,839.44,2057.87,2543.25,262.12,134.59,-44.28,-1928.92,-14379.28,870.37,9460.34,-3303.1,64.67,0.0,-184.49,-3238.43,-3422.92
12482,912.38,2035.87,2545.01,268.91,117.34,-45.16,-1931.84,-14351.81,872.5,9408.26,-3283.71,63.45,0.0,-168.53,-3220.26,-3388.8
12483,851.92,2059.1,2563.06,252.12,132.0,-53.59,-1936.3,-14270.02,861.59,9434.98,-3348.36,64.8,0.0,-105.16,-3283.56,-3388.72
12484,879.19,2068.81,2523.93,258.38,144.68,-47.15,-1906.48,-14368.13,855.07,9397.76,-3294.52,63.54,0.0,-193.94,-3230.98,-3424.93
12485,860.78,2044.72,2578.23,259.14,133.67,-63.95,-1917.09,-14410.63,864.72,9439.11,-3276.31,64.85,0.0,-211.29,-3211.45,-3422.75
12486,918.11,2096.05,2529.77,260.24,142.96,-60.11,-1894.24,-14449.8,861.13,9436.62,-3253.95,64.58,0.0,-159.29,-3189.37,-3348.66
12487,860.47,2128.16,2553.25,260.12,133.23,-54.87,-1921.1,-14427.01,856.73,9492.77,-3267.53,62.94,0.0,-118.24,-3204.6,-3322.84
12488,884.86,2095.75,2555.51,266.78,131.45,-41.59,-1906.71,-14421.24,861.11,9415.47,-3262.99,65.35,0.0,-158.62,-3197.64,-3356.27
12489,917.88,2006.61,2488.13,252.39,152.32,-32.06,-1891.81,-14457.35,848.62,9507.53,-3281.03,64.98,0.0,-207.73,-3216.04,-3423.77
12490,917.27,2031.94,2532.81,256.85,123.97,-46.23,-1870.36,-14414.88,871.67,9425.54,-3289.25,64.49,0.0,-171.42,-3224.76,-3396.18
12491,903.84,2056.33,2509.5,261.74,148.48,-49.2,-1876.83,-14434.56,845.77,9437.33,-3277.15,64.25,0.0,-197.59,-3212.9,-3410.49
12492,865.47,2020.99,2542.98,247.03,135.61,-48.56,-1902.58,-14377.7,844.47,9455.52,-3291.4,65.09,0.0,-216.77,-3226.31,-3443.07
12493,906.65,2023.25,2541.4,255.91,141.16,-29.29,-1942.7,-14502.57,838.97,9440.5,-3165.11,64.12,0.0,-326.7,-3100.99,-3427.69
12494,894.96,2110.82,2519.37,255.42,131.05,-44.92,-1940.6,-14516.58,852.65,9413.53,-3165.52,63.17,0.0,-324.3,-3102.36,-3426.65
12495,883.58,2011.76,2553.86,254.94,135.1,-61.58,-1881.39,-14582.88,862.67,9549.66,-3216.1,63.54,0.0,-274.28,-3152.56,-3426.84
12496,862.25,2050.7,2543.0,262.66,121.44,-42.61,-1934.29,-14539.67,866.78,9494.83,-3230.17,64.64,0.0,-314.91,-3165.53,-3480.44
12497,865.1,2057.62,2533.45,255.32,133.33,-57.17,-1926.85,-14565.2,873.77,9474.0,-3182.76,63.99,0.0,-356.62,-3118.77,-3475.39
12498,955.53,2050.75,2556.03,262.98,143.52,-46.38,-1926.08,-14491.03,872.47,9456.57,-3230.26,63.46,0.0,-165.63,-3166.81,-3332.43
12499,902.57,2091.7,2549.78,258.8,138.41,-60.36,-1936.0,-14487.22,861.77,9467.67,-3278.37,64.56,0.0,-212.88,-3213.81,-3426.69
12500,881.97,2047.98,2539.95,265.64,134.68,-66.24,-1927.18,-14446.07,866.75,9519.08,-3341.4,65.21,0.0,-183.44,-3276.19,-3459.63

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
12000,828.46,2099.7,2511.01,253.5,128.11,-60.66,-1854.8,-14281.82,807.07,9347.32,-3333.07,66.02,0.0,-222.1,-3267.05,-3489.15
12001,874.18,2021.8,2506.4,255.79,143.37,-49.52,-1852.89,-14400.71,814.73,9331.83,-3241.64,64.21,0.0,-355.02,-3177.43,-3532.45
12002,884.24,2070.12,2528.25,268.91,124.14,-61.01,-1845.13,-14466.69,839.24,9431.19,-3230.75,64.34,0.0,-226.74,-3166.41,-3393.15
12003,859.68,2089.03,2531.33,258.73,125.57,-61.19,-1899.82,-14377.7,827.85,9377.44,-3259.26,64.57,0.0,-269.08,-3194.69,-3463.77
12004,850.48,2057.95,2534.48,261.94,144.77,-42.61,-1866.69,-14491.26,827.86,9425.9,-3192.06,64.81,0.0,-297.18,-3127.25,-3424.43
12005,868.54,2106.2,2477.52,265.34,124.09,-64.07,-1801.6,-14512.8,834.89,9365.11,-3197.85,65.56,0.0,-336.79,-3132.29,-3469.08
12006,872.3,2081.23,2472.97,281.75,132.21,-52.73,-1863.61,-14450.23,822.89,9401.41,-3219.52,65.74,0.0,-301.81,-3153.78,-3455.59
12007,873.27,2100.28,2529.68,256.51,126.59,-66.44,-1879.48,-14534.72,781.19,9430.86,-3158.54,64.88,0.0,-382.24,-3093.66,-3475.91
12008,889.64,2048.07,2506.2,253.16,120.24,-63.66,-1871.41,-14569.96,834.03,9373.23,-3107.57,63.49,0.0,-480.47,-3044.07,-3524.55
12009,837.93,2084.76,2493.87,254.56,120.41,-47.36,-1854.09,-14564.52,819.71,9437.14,-3150.96,64.31,0.0,-417.59,-3086.65,-3504.23
12010,870.44,2110.81,2540.58,272.72,140.52,-63.1,-1874.96,-14421.66,792.86,9367.83,-3205.85,64.25,0.0,-263.97,-3141.6,-3405.57
12011,889.11,2049.25,2519.1,270.99,135.26,-69.22,-1849.85,-14381.19,828.57,9355.74,-3219.65,65.28,0.0,-252.23,-3154.36,-3406.6
12012,899.4,2018.31,2495.29,260.33,128.51,-62.68,-1861.13,-14485.99,813.46,9423.83,-3205.78,64.63,0.0,-370.66,-3141.15,-3511.81
12013,876.16,2025.91,2496.13,252.96,153.96,-56.0,-1856.36,-14361.59,834.53,9358.12,-3242.58,64.54,0.0,-276.19,-3178.04,-3454.23
12014,876.77,2054.11,2454.71,256.93,124.36,-54.6,-1873.02,-14407.38,828.21,9402.35,-3257.19,65.31,0.0,-337.57,-3191.89,-3529.46
12015,863.15,2061.55,2516.1,245.11,129.58,-52.48,-1848.6,-14403.86,835.25,9357.23,-3240.97,64.93,0.0,-296.97,-3176.04,-3473.01
12016,854.05,2056.12,2503.58,254.88,137.6,-62.55,-1883.26,-14250.41,814.25,9287.94,-3278.35,65.49,0.0,-287.79,-3212.86,-3500.65
12017,867.43,1969.02,2489.84,249.55,150.05,-59.86,-1814.48,-14416.22,834.78,9385.71,-3269.75,65.64,0.0,-344.18,-3204.11,-3548.29
12018,924.06,2081.63,2484.44,261.37,134.29,-67.19,-1862.46,-14472.2,789.09,9401.99,-3207.29,66.11,0.0,-325.0,-3141.18,-3466.17
12019,851.99,2046.43,2503.44,253.68,139.38,-60.65,-1861.59,-14483.86,828.52,9341.34,-3148.83,65.72,0.0,-441.33,-3083.11,-3524.44
12020,863.5,2055.3,2496.3,256.22,154.92,-63.38,-1822.79,-14370.61,850.99,9351.6,-3303.72,65.17,0.0,-227.95,-3238.55,-3466.49
12021,881.82,2000.31,2458.98,257.75,112.22,-39.56,-1831.0,-14344.8,825.47,9374.15,-3287.96,65.91,0.0,-304.66,-3222.04,-3526.71
12022,847.75,2078.41,2508.78,266.79,123.94,-63.61,-1860.64,-14306.28,841.87,9352.24,-3262.77,65.39,0.0,-210.74,-3197.38,-3408.12
12023,886.18,2104.4,2492.33,271.92,125.38,-50.56,-1842.34,-14300.24,820.91,9341.45,-3296.87,65.11,0.0,-150.55,-3231.76,-3382.31
12024,882.24,2085.3,2478.9,256.31,128.84,-63.79,-1843.45,-14316.13,807.84,9355.52,-3314.87,65.72,0.0,-228.42,-3249.15,-3477.57
12025,849.71,2146.07,2497.58,262.08,139.34,-73.91,-1923.27,-14312.92,827.68,9380.29,-3307.15,65.01,0.0,-207.36,-3242.14,-3449.5
12026,883.46,2070.64,2494.58,260.2,137.54,-59.07,-1905.87,-14272.4,820.12,9408.69,-3344.63,64.67,0.0,-162.11,-3279.96,-3442.08
12027,853.81,2105.35,2499.01,268.3,127.01,-64.78,-1863.3,-14321.46,822.16,9398.45,-3360.7,65.57,0.0,-175.46,-3295.13,-3470.59
12028,852.79,2028.91,2499.2,255.31,144.15,-54.19,-1825.61,-14186.91,813.52,9300.1,-3398.62,65.25,0.0,-172.74,-3333.37,-3506.11
12029,858.92,2058.3,2499.68,241.86,137.45,-41.02,-1843.25,-14297.01,840.69,9397.53,-3342.64,65.25,0.0,-146.85,-3277.39,-3424.25
12030,911.82,2058.59,2486.17,261.66,126.54,-52.05,-1851.79,-14225.75,839.51,9427.5,-3389.75,65.23,0.0,-17.79,-3324.51,-3342.3
12031,873.61,2036.78,2462.52,248.78,135.33,-59.88,-1884.99,-14335.68,824.39,9367.12,-3288.5,65.05,0.0,-332.04,-3223.45,-3555.49
12032,897.54,2129.52,2468.84,274.58,131.92,-58.31,-1885.02,-14406.56,806.93,9402.28,-3240.64,64.88,0.0,-238.28,-3175.76,-3414.04
12033,859.56,2100.08,2502.28,270.55,115.89,-50.72,-1875.61,-14442.81,834.05,9449.84,-3254.01,63.97,0.0,-236.9,-3190.04,-3426.94
12034,905.9,1996.01,2514.9,261.41,137.84,-51.75,-1874.74,-14445.92,832.85,9423.28,-3222.79,62.61,0.0,-300.23,-3160.18,-3460.41
12035,896.62,2072.7,2514.23,254.0,139.75,-70.5,-1890.7,-14335.3,814.27,9371.63,-3262.91,64.12,0.0,-233.29,-3198.79,-3432.08
12036,899.5,1957.79,2477.04,261.63,121.5,-41.79,-1831.37,-14357.54,820.61,9420.85,-3326.37,64.64,0.0,-271.78,-3261.73,-3533.5
12037,861.51,2057.4,2499.53,256.71,131.9,-58.32,-1853.43,-14385.23,847.06,9412.54,-3266.64,63.99,0.0,-230.32,-3202.65,-3432.97
12038,894.32,2031.25,2474.53,261.25,144.81,-46.5,-1854.71,-14474.65,820.81,9453.53,-3222.47,64.27,0.0,-295.37,-3158.2,-3453.57
12039,878.77,2091.28,2462.7,258.91,123.07,-56.78,-1839.14,-14492.63,803.87,9456.26,-3250.73,64.63,0.0,-313.71,-3186.11,-3499.81
12040,889.41,2035.53,2496.78,257.52,142.37,-57.99,-1854.14,-14358.59,838.2,9408.51,-3334.73,65.02,0.0,-202.4,-3269.7,-3472.1
12041,834.17,2067.15,2504.89,255.62,134.05,-29.25,-1855.23,-14398.8,819.62,9408.08,-3272.07,65.11,0.0,-259.7,-3206.96,-3466.66
12042,880.49,2072.16,2484.74,255.16,136.29,-48.81,-1865.67,-14346.62,828.28,9383.37,-3257.47,65.16,0.0,-220.61,-3192.31,-3412.92
