POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
12345,879.11,2012.15,2491.02,255.56,134.72,-50.81,-1894.25,-14514.57,834.53,9354.87,-3105.32,61.49,0.0,-497.68,-3043.83,-3541.52
12346,889.47,2036.56,2502.28,272.74,122.74,-45.82,-1903.79,-14468.25,820.66,9287.59,-3081.57,63.26,0.0,-485.81,-3018.31,-3504.12
12347,850.87,2081.53,2487.0,257.72,124.24,-55.31,-1875.07,-14425.03,815.4,9280.92,-3149.02,62.5,0.0,-457.74,-3086.53,-3544.26
12348,878.9,2087.88,2534.59,273.4,150.22,-48.34,-1870.64,-14430.6,845.54,9339.53,-3166.14,63.46,0.0,-239.5,-3102.68,-3342.18
12349,874.67,2054.0,2499.86,258.93,119.54,-45.67,-1884.44,-14556.78,787.99,9318.7,-3054.98,63.01,0.0,-573.22,-2991.98,-3565.2
12350,904.91,2020.56,2517.26,253.56,132.01,-45.4,-1886.05,-14456.49,816.67,9290.87,-3156.47,62.39,0.0,-452.09,-3094.08,-3546.17
12351,875.62,2112.32,2525.21,255.16,135.19,-58.76,-1875.75,-14471.8,808.59,9304.73,-3115.6,63.25,0.0,-389.48,-3052.34,-3441.83
12352,913.64,2043.42,2503.3,255.7,128.11,-39.71,-1866.61,-14443.68,807.93,9308.67,-3140.44,63.58,0.0,-389.23,-3076.86,-3466.09
12353,923.73,2059.07,2488.55,252.9,141.57,-55.92,-1909.78,-14451.14,798.46,9306.94,-3119.72,63.35,0.0,-445.63,-3056.36,-3501.99
12354,869.78,2052.13,2495.2,253.88,137.91,-58.13,-1851.42,-14503.88,846.97,9330.97,-3132.27,63.65,0.0,-426.6,-3068.62,-3495.22
12355,865.38,2050.18,2478.01,256.7,137.69,-51.1,-1876.13,-14507.62,829.7,9369.76,-3135.93,62.93,0.0,-447.43,-3073.0,-3520.43
12356,905.31,2086.61,2495.36,274.34,124.34,-67.06,-1888.33,-14414.03,832.91,9311.83,-3169.8,63.97,0.0,-338.71,-3105.84,-3444.54
12357,844.07,2104.13,2519.78,259.44,121.97,-48.56,-1868.15,-14363.7,813.02,9260.57,-3224.11,64.44,0.0,-357.43,-3159.67,-3517.1
12358,873.47,2072.94,2492.05,255.87,132.59,-46.0,-1881.64,-14433.19,817.35,9313.92,-3125.18,63.87,0.0,-402.65,-3061.32,-3463.97
12359,905.43,2051.81,2473.24,269.76,138.29,-43.96,-1845.35,-14434.19,843.57,9266.35,-3157.93,63.22,0.0,-375.05,-3094.71,-3469.75
12360,878.98,2087.68,2497.79,266.36,132.17,-56.78,-1873.83,-14414.21,838.62,9337.94,-3234.37,63.41,0.0,-305.29,-3170.96,-3476.25
12361,874.62,2026.8,2472.21,239.62,130.78,-64.18,-1859.13,-14476.24,795.47,9367.13,-3161.09,63.9,0.0,-492.93,-3097.19,-3590.11
12362,862.45,2046.61,2491.62,260.12,134.38,-48.14,-1882.11,-14456.52,842.35,9315.61,-3143.13,63.28,0.0,-433.64,-3079.86,-3513.49
12363,883.57,2085.32,2525.91,264.06,134.17,-54.99,-1889.72,-14474.76,828.72,9331.18,-3157.95,63.72,0.0,-366.55,-3094.23,-3460.78
12364,837.24,1996.78,2466.04,255.12,127.61,-44.38,-1874.99,-14498.72,828.43,9421.66,-3147.05,62.46,0.0,-485.2,-3084.59,-3569.8
12365,915.17,1982.46,2478.0,256.87,126.77,-35.92,-1835.3,-14411.16,797.97,9274.24,-3179.36,63.45,0.0,-450.9,-3115.9,-3566.8
12366,840.19,1973.21,2520.27,245.26,139.56,-60.16,-1885.76,-14409.83,822.08,9309.02,-3159.63,62.87,0.0,-506.16,-3096.76,-3602.92
12367,893.86,2058.31,2509.14,254.0,131.57,-61.06,-1860.73,-14425.67,834.54,9313.38,-3215.68,63.22,0.0,-352.65,-3152.47,-3505.12
12368,880.73,2052.52,2484.94,259.61,129.6,-52.71,-1838.22,-14537.57,826.1,9361.13,-3158.62,63.59,0.0,-433.88,-3095.04,-3528.92
12369,905.69,2042.58,2486.58,252.53,122.52,-62.01,-1882.67,-14469.31,814.18,9320.03,-3139.57,62.24,0.0,-469.87,-3077.33,-3547.2
12370,902.23,2073.97,2474.1,248.67,132.89,-63.11,-1871.19,-14443.01,814.15,9284.48,-3163.03,63.26,0.0,-446.84,-3099.77,-3546.61
12371,901.52,2073.48,2483.79,260.64,128.44,-62.36,-1869.4,-14453.14,847.63,9330.78,-3186.07,63.9,0.0,-358.63,-3122.17,-3480.8
12372,912.98,2102.38,2518.62,265.71,133.98,-41.0,-1870.5,-14482.78,826.05,9363.29,-3216.87,64.33,0.0,-271.27,-3152.53,-3423.8
12373,896.73,2094.32,2487.01,267.13,125.3,-63.88,-1885.17,-14456.89,836.21,9319.72,-3168.76,63.05,0.0,-379.51,-3105.71,-3485.22
12374,840.36,2047.19,2476.92,248.54,145.05,-53.09,-1847.92,-14462.39,847.12,9385.87,-3171.64,64.76,0.0,-372.34,-3106.89,-3479.22
12375,880.02,2063.44,2496.2,257.77,125.57,-51.03,-1891.89,-14397.27,847.36,9351.07,-3218.26,62.8,0.0,-318.77,-3155.45,-3474.22
12376,888.6,2080.86,2496.74,259.09,135.33,-54.25,-1861.51,-14387.97,823.17,9358.39,-3232.0,62.77,0.0,-261.56,-3169.23,-3430.79
12377,814.29,2054.22,2506.59,265.95,110.45,-52.01,-1864.74,-14494.87,826.32,9447.4,-3181.3,63.61,0.0,-386.4,-3117.7,-3504.1
12378,880.27,2057.43,2498.43,251.32,138.84,-55.98,-1880.88,-14375.68,809.28,9367.36,-3254.22,63.54,0.0,-309.61,-3190.68,-3500.29
12379,850.96,2117.06,2516.74,253.46,134.0,-64.17,-1853.36,-14325.94,817.23,9318.17,-3259.2,63.0,0.0,-235.85,-3196.2,-3432.05
12380,879.28,2118.87,2496.13,268.32,134.69,-51.16,-1885.56,-14319.49,819.27,9322.97,-3243.98,63.08,0.0,-216.68,-3180.9,-3397.57
12381,878.61,2117.9,2469.32,255.43,132.89,-68.07,-1873.08,-14378.65,820.26,9287.47,-3209.69,64.06,0.0,-357.94,-3145.63,-3503.56
12382,893.46,2000.02,2498.09,256.7,122.23,-55.28,-1878.52,-14521.09,827.78,9397.95,-3135.88,62.84,0.0,-458.65,-3073.03,-3531.69
12383,867.59,2132.01,2496.39,257.92,136.2,-73.87,-1899.35,-14340.12,840.5,9349.23,-3239.93,63.21,0.0,-233.5,-3176.72,-3410.22
12384,888.82,2052.17,2464.56,263.48,132.75,-50.73,-1874.36,-14422.78,827.98,9344.63,-3204.24,63.12,0.0,-373.49,-3141.12,-3514.61
12385,869.57,2062.32,2508.8,253.84,122.89,-58.66,-1874.67,-14405.52,820.24,9290.98,-3171.93,63.62,0.0,-410.21,-3108.31,-3518.52
12386,859.5,2038.74,2474.44,258.98,135.55,-55.2,-1885.88,-14378.94,832.29,9371.76,-3223.61,63.66,0.0,-348.76,-3159.95,-3508.7
12387,874.0,2109.3,2495.25,271.93,125.63,-61.01,-1907.6,-14571.72,819.92,9410.78,-3063.37,63.52,0.0,-433.51,-2999.85,-3433.36
12388,891.87,2025.19,2477.47,266.58,141.63,-48.52,-1851.57,-14491.02,844.89,9379.76,-3211.08,66.02,0.0,-363.72,-3145.06,-3508.78
12389,887.79,2060.34,2512.02,263.16,147.27,-47.1,-1876.03,-14537.86,840.19,9355.87,-3108.97,64.54,0.0,-394.36,-3044.43,-3438.79
12390,871.47,2080.61,2504.11,261.14,125.24,-48.09,-1887.64,-14343.89,787.98,9380.87,-3303.89,64.56,0.0,-268.21,-3239.32,-3507.53
12391,834.76,2063.53,2504.94,266.23,133.39,-57.84,-1873.63,-14473.03,820.82,9359.27,-3148.3,63.37,0.0,-421.55,-3084.92,-3506.47
12392,841.2,2090.54,2504.57,277.85,154.69,-54.27,-1876.23,-14440.39,803.49,9342.22,-3175.04,63.9,0.0,-356.34,-3111.14,-3467.48
12393,897.66,2015.67,2520.82,260.61,139.85,-54.57,-1906.58,-14428.65,829.83,9330.57,-3178.92,64.09,0.0,-394.81,-3114.82,-3509.63
12394,870.39,2006.48,2517.87,253.09,123.25,-47.24,-1868.33,-14483.31,805.22,9359.84,-3167.79,64.45,0.0,-462.73,-3103.33,-3566.07
12395,882.83,2038.83,2496.74,253.68,140.42,-58.37,-1905.27,-14357.68,818.54,9346.38,-3281.35,65.14,0.0,-343.91,-3216.21,-3560.12
12396,864.19,2067.54,2478.58,263.59,134.82,-31.43,-1849.61,-14423.24,845.75,9355.42,-3261.21,65.96,0.0,-294.4,-3195.24,-3489.64
12397,838.16,1989.86,2518.95,255.84,140.74,-37.42,-1878.84,-14502.17,836.66,9447.95,-3196.96,64.23,0.0,-390.26,-3132.73,-3523.0
12398,896.1,2056.53,2502.7,265.51,125.03,-43.22,-1863.31,-14416.69,803.25,9323.46,-3180.85,65.67,0.0,-350.64,-3115.18,-3465.82
12399,889.43,2090.58,2506.74,256.5,121.5,-58.42,-1853.05,-14349.91,811.64,9273.56,-3242.2,64.76,0.0,-311.44,-3177.44,-3488.87
12400,855.86,2141.63,2511.33,265.0,129.35,-41.57,-1862.81,-14362.33,833.9,9297.88,-3247.38,64.66,0.0,-231.76,-3182.72,-3414.48
12401,844.77,2078.44,2527.64,259.24,125.66,-53.22,-1880.44,-14407.1,800.29,9428.41,-3253.76,65.48,0.0,-276.31,-3188.28,-3464.59
12402,848.59,2050.17,2506.07,254.38,129.14,-53.23,-1856.36,-14407.4,832.6,9367.94,-3285.95,65.67,0.0,-328.1,-3220.29,-3548.38
12403,841.25,2035.39,2516.65,257.14,131.86,-53.56,-1887.42,-14393.5,821.66,9370.95,-3255.84,64.89,0.0,-359.58,-3190.96,-3550.54
12404,886.0,2061.52,2521.0,246.19,134.86,-41.07,-1897.36,-14405.03,822.23,9346.13,-3212.38,65.15,0.0,-325.52,-3147.23,-3472.75
12405,881.22,2080.32,2512.28,260.23,132.46,-57.37,-1856.01,-14491.2,837.25,9346.66,-3134.76,64.6,0.0,-354.16,-3070.16,-3424.31
12406,835.99,2096.28,2519.25,253.71,133.19,-60.35,-1875.57,-14348.5,809.8,9304.85,-3239.14,65.59,0.0,-331.37,-3173.54,-3504.91
12407,842.98,2019.06,2529.57,263.66,138.29,-43.09,-1863.69,-14394.57,830.54,9326.87,-3226.63,64.68,0.0,-350.36,-3161.95,-3512.31
12408,849.01,2035.54,2545.13,255.14,123.23,-52.75,-1901.17,-14282.82,815.02,9368.72,-3312.05,64.4,0.0,-244.96,-3247.66,-3492.62
12409,853.57,2063.52,2473.39,261.85,134.31,-37.19,-1876.53,-14369.69,837.67,9395.12,-3281.18,64.52,0.0,-263.99,-3216.66,-3480.65
12410,857.96,2092.89,2512.64,264.93,136.03,-52.94,-1852.2,-14343.44,836.32,9337.03,-3252.29,65.08,0.0,-210.81,-3187.21,-3398.01
12411,858.18,2090.67,2492.9,265.47,138.73,-47.09,-1855.96,-14332.41,806.71,9280.65,-3243.93,64.97,0.0,-302.14,-3178.95,-3481.09
12412,897.37,2028.83,2474.47,248.51,129.68,-34.31,-1852.71,-14394.04,813.11,9365.85,-3248.57,64.43,0.0,-323.23,-3184.14,-3507.37
12413,905.63,2076.87,2503.77,262.41,123.82,-49.44,-1835.73,-14318.48,811.18,9345.75,-3336.56,65.41,0.0,-174.22,-3271.15,-3445.37
12414,857.44,1979.37,2481.97,250.06,127.04,-47.11,-1840.0,-14377.8,846.09,9394.6,-3274.54,64.78,0.0,-328.33,-3209.76,-3538.09
12415,861.41,2080.94,2531.35,258.47,131.81,-50.9,-1868.24,-14331.18,829.4,9353.9,-3324.11,65.39,0.0,-203.04,-3258.72,-3461.77
12416,882.13,2061.87,2496.19,259.77,135.63,-44.38,-1835.23,-14280.4,822.68,9316.91,-3308.01,65.66,0.0,-184.84,-3242.35,-3427.19
12417,820.02,2044.52,2513.25,255.39,143.21,-43.42,-1837.81,-14380.22,846.12,9373.35,-3238.16,66.01,0.0,-265.58,-3172.15,-3437.73
12418,869.27,2077.69,2470.4,256.73,131.93,-57.24,-1845.29,-14315.27,806.65,9360.5,-3308.19,65.67,0.0,-244.64,-3242.52,-3487.16
12419,828.69,2073.23,2458.61,253.09,136.01,-65.22,-1888.16,-14298.99,797.81,9393.15,-3327.58,65.65,0.0,-311.79,-3261.93,-3573.71
12420,889.1,2070.1,2521.77,256.01,138.93,-60.78,-1900.29,-14314.31,802.23,9353.22,-3269.6,64.19,0.0,-244.02,-3205.41,-3449.44
12421,903.5,2086.24,2536.82,262.19,127.7,-68.56,-1854.85,-14315.96,804.02,9322.51,-3279.27,64.81,0.0,-196.39,-3214.46,-3410.86
12422,889.32,2081.11,2489.46,263.39,131.42,-59.3,-1866.23,-14326.22,832.62,9288.46,-3265.02,65.69,0.0,-275.97,-3199.33,-3475.31
12423,858.05,2084.19,2507.91,257.95,136.64,-66.44,-1868.72,-14470.77,848.53,9361.45,-3215.71,65.46,0.0,-351.21,-3150.25,-3501.45
12424,884.41,2045.52,2476.86,261.96,129.89,-50.03,-1862.06,-14508.5,825.26,9411.52,-3187.17,64.98,0.0,-385.16,-3122.19,-3507.34
12425,888.1,2051.19,2493.15,257.15,130.64,-65.56,-1878.72,-14332.55,815.3,9312.7,-3226.08,64.13,0.0,-328.61,-3161.95,-3490.56
12426,907.01,2106.66,2493.65,260.91,128.98,-50.21,-1841.59,-14529.22,821.0,9368.52,-3138.3,63.81,0.0,-334.29,-3074.5,-3408.79
12427,883.26,2027.95,2507.5,241.79,145.74,-70.5,-1834.05,-14436.19,828.77,9356.97,-3194.16,64.97,0.0,-348.77,-3129.18,-3477.95
12428,866.32,2009.35,2465.13,263.7,136.01,-61.88,-1859.19,-14420.54,854.99,9418.48,-3243.3,65.28,0.0,-327.65,-3178.02,-3505.66
12429,861.45,2044.19,2481.09,256.77,140.78,-49.92,-1878.6,-14349.27,810.15,9295.21,-3216.16,64.52,0.0,-388.13,-3151.64,-3539.77
12430,871.45,2049.74,2498.87,256.37,124.74,-47.89,-1889.7,-14472.83,841.02,9376.26,-3170.68,64.17,0.0,-391.98,-3106.51,-3498.49
12431,861.43,2121.66,2511.71,268.89,123.03,-49.35,-1856.35,-14324.54,827.5,9288.26,-3292.0,65.0,0.0,-227.77,-3226.99,-3454.76
12432,884.26,2078.7,2478.52,274.8,131.64,-49.29,-1878.53,-14252.02,820.91,9331.04,-3318.87,64.69,0.0,-179.96,-3254.18,-3434.14
12433,871.39,2005.25,2479.93,259.14,118.51,-68.69,-1899.6,-14240.97,812.59,9335.41,-3322.47,64.42,0.0,-327.03,-3258.04,-3585.07
12434,916.66,2028.33,2489.21,243.94,129.86,-57.37,-1851.01,-14321.61,821.37,9357.41,-3303.05,64.71,0.0,-243.2,-3238.34,-3481.54
12435,889.02,2096.07,2482.89,255.79,133.31,-49.83,-1837.07,-14439.75,826.4,9319.86,-3209.26,65.92,0.0,-323.32,-3143.34,-3466.65
12436,888.92,2037.9,2515.93,262.86,133.35,-46.85,-1850.75,-14410.93,828.63,9374.42,-3243.87,65.11,0.0,-266.52,-3178.76,-3445.29
12437,875.4,2070.36,2497.42,255.57,123.07,-36.95,-1878.07,-14394.0,811.36,9340.73,-3213.44,63.87,0.0,-335.11,-3149.57,-3484.68
12438,918.39,2097.26,2495.99,261.46,138.51,-56.87,-1858.71,-14478.99,819.4,9315.18,-3155.55,65.0,0.0,-348.39,-3090.54,-3438.93
12439,865.47,2060.07,2501.28,262.64,129.57,-60.31,-1898.45,-14469.75,816.64,9352.01,-3146.79,64.66,0.0,-440.82,-3082.13,-3522.96
12440,899.07,2067.25,2505.49,249.17,115.44,-57.65,-1850.9,-14455.65,818.96,9371.82,-3191.72,65.06,0.0,-337.0,-3126.66,-3463.65
12441,915.23,2090.25,2527.14,261.11,147.01,-48.26,-1823.59,-14390.79,827.55,9339.41,-3276.44,66.27,0.0,-154.95,-3210.17,-3365.13
12442,871.34,2069.65,2477.1,254.95,140.76,-52.45,-1823.86,-14398.94,830.12,9364.34,-3264.63,66.57,0.0,-267.0,-3198.05,-3465.05
12443,862.91,2053.21,2505.74,254.03,137.67,-44.71,-1850.81,-14477.05,812.86,9384.72,-3177.69,64.23,0.0,-361.43,-3113.46,-3474.89
12444,874.63,2033.63,2506.11,256.09,129.58,-37.66,-1863.22,-14484.64,823.52,9371.46,-3163.01,64.67,0.0,-390.49,-3098.34,-3488.83
12445,891.54,2127.15,2495.82,264.23,126.44,-53.07,-1881.14,-14386.76,802.74,9308.77,-3216.35,65.28,0.0,-304.28,-3151.07,-3455.36
12446,858.04,2068.05,2492.23,262.86,118.84,-57.33,-1854.15,-14537.28,819.49,9376.47,-3114.11,63.94,0.0,-452.77,-3050.16,-3502.93
12447,915.01,1992.89,2489.22,261.53,137.64,-48.88,-1884.04,-14447.81,814.6,9358.58,-3172.45,64.57,0.0,-411.26,-3107.88,-3519.13
12448,869.86,2072.96,2521.09,271.2,152.11,-48.55,-1884.02,-14498.65,830.1,9400.02,-3161.8,64.54,0.0,-313.87,-3097.26,-3411.13
12449,868.34,2060.37,2529.93,262.59,140.43,-63.64,-1896.02,-14402.57,841.44,9367.27,-3184.7,63.65,0.0,-291.86,-3121.05,-3412.91
12450,880.44,2097.08,2510.85,273.61,129.06,-60.99,-1882.07,-14531.69,820.76,9388.94,-3141.16,65.05,0.0,-374.01,-3076.1,-3450.12
12451,900.85,2071.98,2501.79,256.63,138.85,-73.95,-1841.11,-14312.22,843.08,9291.15,-3262.18,65.43,0.0,-222.96,-3196.75,-3419.71
12452,876.66,2035.6,2554.6,263.01,126.37,-60.29,-1870.83,-14401.81,812.97,9374.27,-3220.97,64.55,0.0,-289.45,-3156.43,-3445.88
12453,885.42,2054.01,2488.95,256.37,131.47,-70.47,-1878.92,-14537.1,827.89,9385.47,-3153.63,64.05,0.0,-456.92,-3089.58,-3546.49
12454,865.25,2102.79,2487.01,267.77,132.43,-50.31,-1885.69,-14393.17,812.31,9340.41,-3214.47,65.45,0.0,-321.19,-3149.02,-3470.21
12455,869.18,2115.42,2514.76,258.89,132.36,-56.75,-1886.07,-14538.0,811.48,9354.57,-3116.36,63.32,0.0,-424.16,-3053.03,-3477.2
12456,868.95,2112.57,2514.61,258.94,142.79,-63.86,-1903.1,-14475.39,829.52,9341.66,-3140.86,64.69,0.0,-373.3,-3076.18,-3449.48
12457,872.16,2092.94,2496.65,252.16,129.08,-56.09,-1848.49,-14540.14,825.41,9329.91,-3114.81,65.05,0.0,-446.4,-3049.77,-3496.17
12458,865.95,2050.2,2507.42,251.77,127.55,-76.9,-1857.84,-14583.8,848.69,9359.9,-3108.64,65.23,0.0,-507.04,-3043.41,-3550.46
12459,890.45,2029.89,2510.21,260.81,133.05,-43.71,-1865.13,-14505.13,846.21,9435.69,-3214.36,65.78,0.0,-307.65,-3148.58,-3456.23
12460,874.99,2065.4,2484.09,259.23,135.31,-44.86,-1846.47,-14504.73,830.37,9338.42,-3165.56,65.13,0.0,-408.25,-3100.43,-3508.68
12461,839.39,2085.08,2502.95,259.94,131.26,-57.7,-1845.47,-14594.34,848.8,9371.35,-3100.21,64.87,0.0,-458.72,-3035.33,-3494.06
12462,856.04,2046.46,2548.95,263.5,121.7,-60.1,-1858.49,-14490.15,839.15,9380.7,-3200.78,64.32,0.0,-352.23,-3136.46,-3488.69
12463,875.71,2110.48,2562.02,248.07,130.67,-65.93,-1859.88,-14511.47,822.9,9340.67,-3202.54,63.81,0.0,-346.75,-3138.73,-3485.48
12464,870.82,2002.94,2474.6,253.53,125.26,-60.04,-1863.06,-14488.83,840.69,9454.25,-3196.59,65.11,0.0,-389.85,-3131.49,-3521.34
12465,874.69,2085.36,2553.91,261.03,130.92,-53.65,-1873.2,-14512.5,820.32,9420.54,-3175.04,63.68,0.0,-292.59,-3111.36,-3403.95
12466,897.16,2071.08,2520.39,258.35,136.73,-68.94,-1886.76,-14512.31,831.42,9395.09,-3144.35,64.78,0.0,-357.79,-3079.57,-3437.36
12467,918.88,2034.49,2488.08,251.68,123.14,-42.49,-1859.56,-14425.38,837.6,9426.8,-3239.43,64.84,0.0,-246.75,-3174.59,-3421.34
12468,835.01,2059.61,2503.64,258.48,122.37,-45.76,-1875.73,-14371.28,847.04,9360.96,-3257.41,65.21,0.0,-305.67,-3192.2,-3497.87
12469,916.97,2053.08,2504.94,263.36,127.05,-47.36,-1861.21,-14410.76,794.44,9308.64,-3216.98,65.09,0.0,-350.84,-3151.89,-3502.73
12470,882.1,2051.48,2478.98,269.62,133.13,-34.13,-1857.81,-14394.37,827.1,9399.24,-3264.05,65.59,0.0,-244.66,-3198.46,-3443.13
12471,816.83,2139.29,2492.87,255.64,154.83,-45.28,-1855.57,-14376.42,822.47,9313.01,-3243.97,64.59,0.0,-282.34,-3179.38,-3461.72
12472,879.74,2030.95,2460.81,260.79,128.16,-56.31,-1836.71,-14437.31,795.02,9370.68,-3240.38,66.49,0.0,-404.18,-3173.89,-3578.07
12473,901.44,2060.92,2501.91,271.1,130.58,-45.14,-1854.15,-14399.95,797.25,9381.29,-3235.21,65.53,0.0,-254.74,-3169.68,-3424.42
12474,850.8,2084.57,2477.98,264.23,137.21,-55.29,-1860.63,-14417.17,847.4,9415.8,-3288.73,66.48,0.0,-255.11,-3222.25,-3477.36
12475,845.53,2106.14,2500.74,253.96,147.91,-56.74,-1879.53,-14407.04,810.5,9380.34,-3232.25,65.77,0.0,-298.18,-3166.48,-3464.66
12476,882.39,2072.35,2497.59,245.01,129.57,-65.41,-1844.65,-14458.13,826.82,9379.75,-3246.47,65.85,0.0,-334.71,-3180.61,-3515.33
12477,859.1,2118.51,2489.31,258.9,121.93,-58.8,-1884.61,-14408.99,821.16,9428.86,-3247.64,65.33,0.0,-254.62,-3182.31,-3436.94
12478,894.15,2073.25,2497.71,259.1,128.64,-55.19,-1867.7,-14295.06,816.5,9407.56,-3341.54,65.5,0.0,-141.05,-3276.04,-3417.09
12479,927.45,2062.73,2531.2,257.16,122.55,-64.38,-1856.99,-14369.61,829.3,9427.71,-3320.31,66.36,0.0,-132.87,-3253.95,-3386.82
12480,899.36,2109.71,2500.06,271.71,126.82,-49.13,-1831.53,-14355.11,793.74,9313.41,-3285.91,66.27,0.0,-220.97,-3219.64,-3440.61
12481,831.97,2049.2,2496.48,259.26,134.09,-44.28,-1878.18,-14343.74,830.0,9425.44,-3310.26,65.77,0.0,-239.76,-3244.49,-3484.25
12482,905.25,2029.43,2499.95,266.58,116.25,-45.16,-1882.91,-14319.09,833.01,9375.27,-3292.86,64.56,0.0,-221.43,-3228.3,-3449.73
12483,839.66,2050.47,2514.79,249.17,131.58,-53.59,-1887.81,-14234.94,824.05,9398.98,-3358.8,65.89,0.0,-167.64,-3292.91,-3460.55
12484,866.86,2063.57,2478.07,256.2,143.17,-47.15,-1857.47,-14335.93,818.27,9363.51,-3301.13,64.56,0.0,-250.92,-3236.57,-3487.48
12485,843.1,2036.43,2529.99,256.6,133.12,-63.95,-1866.63,-14377.79,832.54,9405.23,-3288.43,65.95,0.0,-271.35,-3222.48,-3493.83
12486,904.78,2086.73,2487.54,257.94,142.52,-60.11,-1844.66,-14416.5,827.37,9402.62,-3263.15,65.66,0.0,-211.76,-3197.49,-3409.26
12487,846.1,2122.25,2505.26,258.46,131.99,-54.87,-1869.05,-14392.47,818.56,9459.73,-3276.28,64.05,0.0,-174.04,-3212.23,-3386.27
12488,873.89,2090.33,2509.29,264.12,130.91,-41.59,-1858.18,-14384.22,825.35,9380.69,-3273.23,66.43,0.0,-209.43,-3206.8,-3416.23
12489,904.55,1997.62,2445.35,250.19,149.53,-32.06,-1847.65,-14420.27,812.93,9472.73,-3290.32,66.09,0.0,-267.08,-3224.22,-3491.3
12490,905.53,2023.39,2485.71,254.15,123.66,-46.23,-1822.95,-14379.23,835.28,9391.15,-3298.41,65.59,0.0,-229.54,-3232.82,-3462.37
12491,884.9,2049.63,2464.63,259.08,147.14,-49.2,-1825.72,-14400.61,812.8,9403.46,-3286.28,65.39,0.0,-253.89,-3220.9,-3474.79
12492,854.41,2011.55,2493.13,245.82,135.41,-48.56,-1855.85,-14343.73,809.09,9421.11,-3303.16,66.28,0.0,-277.62,-3236.89,-3514.5
12493,894.19,2012.22,2494.25,252.68,140.93,-29.29,-1895.45,-14467.32,803.08,9406.2,-3174.88,65.27,0.0,-388.51,-3109.61,-3498.12
12494,883.17,2101.83,2469.68,253.76,129.7,-44.92,-1889.95,-14480.99,816.98,9380.42,-3176.43,64.23,0.0,-380.32,-3112.2,-3492.51
12495,874.17,2002.38,2505.69,252.69,133.87,-61.58,-1829.22,-14548.13,822.98,9515.39,-3224.14,64.54,0.0,-331.77,-3159.6,-3491.37
12496,847.75,2043.71,2497.84,259.52,120.81,-42.61,-1879.74,-14506.07,832.76,9460.94,-3240.66,65.72,0.0,-365.1,-3174.95,-3540.05
12497,848.9,2050.37,2483.16,253.45,133.3,-57.17,-1874.83,-14531.86,840.95,9440.01,-3193.55,65.07,0.0,-413.72,-3128.48,-3542.19
12498,941.13,2042.81,2507.47,260.44,143.0,-46.38,-1873.96,-14456.14,833.01,9421.83,-3243.14,64.5,0.0,-226.79,-3178.64,-3405.43
12499,889.58,2084.62,2505.47,257.14,136.66,-60.36,-1881.76,-14453.55,822.78,9433.7,-3288.11,65.68,0.0,-265.72,-3222.42,-3488.14
12500,870.74,2038.55,2492.15,263.4,133.12,-66.24,-1873.35,-14412.64,830.3,9485.3,-3349.88,66.17,0.0,-238.69,-3283.7,-3522.39

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
12000,9.74,9.01,50.29,1.97,0.53,0.0,-4.12,-33.28,37.6,33.87,-14.86,2.65,0.0,105.63,-12.2,93.43
12001,13.37,6.65,45.33,1.92,0.56,0.0,-3.89,-32.45,35.35,34.41,-14.86,2.63,0.0,101.24,-12.23,89.01
12002,20.76,8.11,48.52,2.93,0.06,0.0,-3.42,-33.56,36.03,35.76,-15.06,2.64,0.0,115.18,-12.41,102.77
12003,15.91,6.26,49.24,2.5,0.04,0.0,-4.21,-33.67,35.56,34.93,-14.79,2.68,0.0,106.56,-12.11,94.45
12004,8.64,10.03,45.52,2.89,1.04,0.0,-4.29,-32.16,36.77,33.85,-15.01,2.67,0.0,102.3,-12.34,89.96
12005,14.85,8.07,45.56,2.47,0.32,0.0,-3.74,-32.2,32.32,33.79,-15.32,2.67,0.0,101.45,-12.65,88.8
12006,15.97,8.4,48.12,1.99,0.34,0.0,-3.85,-32.98,32.21,34.38,-14.64,2.67,0.0,104.59,-11.97,92.62
12007,11.49,6.34,45.76,1.85,0.29,0.0,-4.48,-31.98,34.79,33.5,-14.89,2.68,0.0,97.56,-12.21,85.35
12008,14.44,5.65,49.31,3.7,1.26,0.0,-3.46,-32.13,33.82,33.91,-15.06,2.66,0.0,106.51,-12.39,94.11
12009,15.5,12.2,45.59,2.52,3.04,0.0,-3.12,-33.27,33.48,34.71,-15.14,2.68,0.0,110.65,-12.47,98.18
12010,13.1,9.44,45.95,3.84,0.96,0.0,-3.37,-33.71,38.85,35.69,-14.8,2.66,0.0,110.74,-12.14,98.61
12011,11.71,6.56,45.94,1.95,1.43,0.0,-3.41,-33.1,35.36,34.42,-14.93,2.68,0.0,100.85,-12.24,88.61
12012,16.88,5.96,48.37,2.43,1.4,0.0,-4.53,-33.72,32.52,34.36,-14.18,2.68,0.0,103.68,-11.5,92.18
